timestamp,test-class,test-method,time,description,result
2021-11-26 14:08:15.765,acme.testing.administrator.parameters.AdministratorParametersShowTest,show,4137,"[1] threshold=10.00",OK
2021-11-26 14:08:29.151,acme.testing.authenticated.duty.AuthenticatedDutyShowTest,list,4306,"[1] recordIndex=0, title=Play, startPeriod=2021/05/10 08:00, endPeriod=2021/05/16 20:00, workload=15.20, description=Pay lol with Malphite, link=null",OK
2021-11-26 14:08:29.815,acme.testing.authenticated.duty.AuthenticatedDutyShowTest,showNegative,407,"[1] id=721",OK
2021-11-26 14:08:30.356,acme.testing.authenticated.duty.AuthenticatedDutyShowTest,showNegative,258,"[2] id=5000",OK
2021-11-26 14:08:44.704,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5286,"[1] recordIndex=0, title=Play, startPeriod=2021/05/10 08:00, endPeriod=2021/05/16 20:00, workload=15.20, description=Pay lol with Malphite, link=null",OK
2021-11-26 14:08:50.216,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5258,"[2] recordIndex=1, title=Study on your tutorials, startPeriod=2021/05/10 08:00, endPeriod=2021/05/13 20:00, workload=12.50, description=Study on your tutorials to learn how to send an email correctly, link=null",OK
2021-11-26 14:08:55.724,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5276,"[3] recordIndex=2, title=See lectures, startPeriod=2021/05/10 08:00, endPeriod=2021/05/15 20:00, workload=12.20, description=See the latest conferences, link=null",OK
2021-11-26 14:09:01.185,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5221,"[4] recordIndex=3, title=Study, startPeriod=2021/05/10 08:00, endPeriod=2021/05/12 20:00, workload=12.00, description=Study the lessons of the last week, link=null",OK
2021-11-26 14:09:06.735,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5336,"[5] recordIndex=4, title=Run, startPeriod=2021/05/10 08:00, endPeriod=2021/05/16 20:00, workload=10.00, description=go out to exercise, link=null",OK
2021-11-26 14:09:12.222,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5267,"[6] recordIndex=5, title=Gym, startPeriod=2021/05/10 08:00, endPeriod=2021/05/10 20:00, workload=1.00, description=Pay gym, link=null",OK
2021-11-26 14:09:22.621,acme.testing.anonymous.duty.AnonymousDutyShowTest,showPositive,1991,"[1] recordIndex=0, title=Create a Causes functionality, startPeriod=2021/09/01 18:00, endPeriod=2022/09/05 18:30, workload=96.30, description=As a client, we can create a cause that contains a name and description (string), a budget target (numeric), and an acti-ve non profit organization (string) that will use the budget for the cause., link=http://www.spring.com",OK
2021-11-26 14:09:23.101,acme.testing.anonymous.duty.AnonymousDutyShowTest,showNegative,249,"[1] id=600",OK
2021-11-26 14:09:23.59,acme.testing.anonymous.duty.AnonymousDutyShowTest,showNegative,265,"[2] id=5000",OK
2021-11-26 14:09:34.962,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3025,"[1] recordIndex=0, title=Create a Causes functionality, startPeriod=2021/09/01 18:00, endPeriod=2022/09/05 18:30, workload=96.30, description=As a client, we can create a cause that contains a name and description (string), a budget target (numeric), and an acti-ve non profit organization (string) that will use the budget for the cause., link=http://www.spring.com",OK
2021-11-26 14:09:38.196,acme.testing.anonymous.duty.AnonymousDutyListTest,list,2970,"[2] recordIndex=1, title=Release the app, startPeriod=2021/08/01 14:00, endPeriod=2022/10/30 14:00, workload=20.00, description=Prepare a release for the last aplication, link=null",OK
2021-11-26 14:09:41.438,acme.testing.anonymous.duty.AnonymousDutyListTest,list,2983,"[3] recordIndex=2, title=Do somenthing, startPeriod=2021/09/04 08:00, endPeriod=2022/11/15 12:00, workload=15.50, description=Get a new project to do, link=null",OK
2021-11-26 14:09:44.667,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3001,"[4] recordIndex=3, title=Do somenthing, startPeriod=2021/09/04 08:00, endPeriod=2022/11/15 12:00, workload=15.50, description=Get a new project to do, link=null",OK
2021-11-26 14:09:47.773,acme.testing.anonymous.duty.AnonymousDutyListTest,list,2875,"[5] recordIndex=4, title=Repair the web, startPeriod=2021/08/25 14:00, endPeriod=2022/09/01 19:00, workload=15.00, description=the website is down it need to be repair, link=null",OK
2021-11-26 14:09:50.984,acme.testing.anonymous.duty.AnonymousDutyListTest,list,2994,"[6] recordIndex=5, title=Repair the web, startPeriod=2021/08/25 14:00, endPeriod=2022/09/01 19:00, workload=15.00, description=the website is down it need to be repair, link=null",OK
2021-11-26 14:09:54.187,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3000,"[7] recordIndex=6, title=Repair the web, startPeriod=2021/08/25 14:00, endPeriod=2022/09/01 19:00, workload=15.00, description=the website is down it need to be repair, link=null",OK
2021-11-26 14:09:57.381,acme.testing.anonymous.duty.AnonymousDutyListTest,list,2964,"[8] recordIndex=7, title=Lookout for the server, startPeriod=2021/09/10 08:00, endPeriod=2022/09/20 20:00, workload=12.50, description=it's hot you need to be careful and mantain the server, link=null",OK
2021-11-26 14:10:00.592,acme.testing.anonymous.duty.AnonymousDutyListTest,list,2996,"[9] recordIndex=8, title=Lookout for the server, startPeriod=2021/09/10 08:00, endPeriod=2022/09/01 20:00, workload=12.50, description=it's hot you need to be careful and mantain the server, link=null",OK
2021-11-26 14:10:03.86,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3041,"[10] recordIndex=9, title=Lookout for the server, startPeriod=2021/09/10 08:00, endPeriod=2022/09/20 20:00, workload=12.50, description=it's hot you need to be careful and mantain the server, link=null",OK
2021-11-26 14:10:07.126,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3034,"[11] recordIndex=10, title=Create Documents, startPeriod=2021/09/04 08:00, endPeriod=2022/09/15 19:00, workload=12.00, description=Redactate the documents, link=null",OK
2021-11-26 14:10:10.376,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3034,"[12] recordIndex=11, title=Do intesting duty, startPeriod=2021/08/04 08:00, endPeriod=2022/08/15 19:00, workload=10.00, description=Do something interesting, link=null",OK
2021-11-26 14:10:13.646,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3044,"[13] recordIndex=12, title=Create duty, startPeriod=2021/10/01 12:00, endPeriod=2022/11/10 09:00, workload=8.00, description=Create a bunch of new duties, link=null",OK
2021-11-26 14:10:16.936,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3068,"[14] recordIndex=13, title=Create duty, startPeriod=2021/10/01 12:00, endPeriod=2022/11/10 09:00, workload=8.00, description=Create a bunch of new duties, link=null",OK
2021-11-26 14:10:20.189,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3042,"[15] recordIndex=14, title=Initiate starter, startPeriod=2021/08/01 14:00, endPeriod=2022/08/18 14:00, workload=5.50, description=Initiate starter in github repository master branch, link=null",OK
2021-11-26 14:10:23.42,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3025,"[16] recordIndex=15, title=Bring coffe, startPeriod=2021/07/01 12:00, endPeriod=2023/04/24 12:00, workload=3.00, description=Buy and bring coffe to the office, link=null",OK
2021-11-26 14:10:26.721,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3037,"[17] recordIndex=16, title=breath, startPeriod=2021/09/04 08:00, endPeriod=2022/09/04 19:00, workload=3.00, description=Take a day to breathe, link=null",OK
2021-11-26 14:10:29.906,acme.testing.anonymous.duty.AnonymousDutyListTest,list,2949,"[18] recordIndex=17, title=Implement SonarCloud, startPeriod=2021/09/03 19:25, endPeriod=2022/09/03 21:00, workload=2.35, description=Implement SonarCloud in project, link=http://www.sonarcloud.com",OK
2021-11-26 14:10:33.154,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3019,"[19] recordIndex=18, title=Bring a laptop, startPeriod=2021/09/02 12:00, endPeriod=2022/09/03 08:00, workload=2.20, description=Bring your personal laptop to the office, link=null",OK
2021-11-26 14:10:36.403,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3031,"[20] recordIndex=19, title=Bring a laptop, startPeriod=2021/09/02 12:00, endPeriod=2022/09/03 08:00, workload=2.20, description=Bring your personal laptop to the office, link=null",OK
2021-11-26 14:10:39.64,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3021,"[21] recordIndex=20, title=Push the button, startPeriod=2021/07/01 12:00, endPeriod=2022/10/02 12:00, workload=1.00, description=Press the big red button, link=null",OK
2021-11-26 14:10:49.809,acme.testing.anonymous.workPlan.AnonymousWorkPlanShowTest,list,1863,"[1] recordIndex=0, title=Work Plan for Project Amathyst, startPeriod=2021/07/19 12:00, endPeriod=2022/11/10 12:00, workload=1.00",OK
2021-11-26 14:10:51.935,acme.testing.anonymous.workPlan.AnonymousWorkPlanShowTest,list,1882,"[2] recordIndex=1, title=Bring your laptop Plan, startPeriod=2021/12/28 12:00, endPeriod=2023/01/10 12:00, workload=2.20",OK
2021-11-26 14:10:54.052,acme.testing.anonymous.workPlan.AnonymousWorkPlanShowTest,list,1883,"[3] recordIndex=2, title=Example Plan, startPeriod=2021/08/28 12:00, endPeriod=2022/09/10 12:00, workload=3.00",OK
2021-11-26 14:10:54.546,acme.testing.anonymous.workPlan.AnonymousWorkPlanShowTest,showNegative,248,"[1] id=722",OK
2021-11-26 14:10:55.01,acme.testing.anonymous.workPlan.AnonymousWorkPlanShowTest,showNegative,245,"[2] id=745",OK
2021-11-26 14:10:55.495,acme.testing.anonymous.workPlan.AnonymousWorkPlanShowTest,showNegative,260,"[3] id=5000",OK
2021-11-26 14:11:06.789,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2895,"[1] recordIndex=0, title=Work Plan for Project Amathyst, startPeriod=2021/07/19 12:00, endPeriod=2022/11/10 12:00, workload=1.00",OK
2021-11-26 14:11:09.959,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2955,"[2] recordIndex=1, title=Bring your laptop Plan, startPeriod=2021/12/28 12:00, endPeriod=2023/01/10 12:00, workload=2.20",OK
2021-11-26 14:11:12.995,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2810,"[3] recordIndex=2, title=Example Plan, startPeriod=2021/08/28 12:00, endPeriod=2022/09/10 12:00, workload=3.00",OK
2021-11-26 14:11:16.156,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2932,"[4] recordIndex=3, title=Example Plan, startPeriod=2021/07/28 12:00, endPeriod=2022/08/20 12:00, workload=5.50",OK
2021-11-26 14:11:19.23,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2860,"[5] recordIndex=4, title=Monthly Plan, startPeriod=2021/07/28 12:00, endPeriod=2022/08/10 12:00, workload=5.50",OK
2021-11-26 14:11:22.353,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2871,"[6] recordIndex=5, title=Writing Plan, startPeriod=2021/07/28 12:00, endPeriod=2022/08/10 12:00, workload=5.50",OK
2021-11-26 14:11:25.454,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2871,"[7] recordIndex=6, title=Summer Plan, startPeriod=2021/07/28 12:00, endPeriod=2022/12/10 12:00, workload=8.00",OK
2021-11-26 14:11:28.583,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2881,"[8] recordIndex=7, title=Create duty Plan, startPeriod=2021/09/28 12:00, endPeriod=2022/11/12 12:00, workload=8.00",OK
2021-11-26 14:11:31.73,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2913,"[9] recordIndex=8, title=Create Documents Plan, startPeriod=2021/07/28 12:00, endPeriod=2022/09/17 12:00, workload=12.00",OK
2021-11-26 14:11:34.794,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2847,"[10] recordIndex=9, title=Look for Server Plan, startPeriod=2021/08/28 12:00, endPeriod=2022/10/10 12:00, workload=12.50",OK
2021-11-26 14:11:37.747,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2752,"[11] recordIndex=10, title=Example Plan, startPeriod=2021/07/28 12:00, endPeriod=2022/10/10 12:00, workload=15.00",OK
2021-11-26 14:11:40.903,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2926,"[12] recordIndex=11, title=Repair Plan, startPeriod=2021/07/28 12:00, endPeriod=2022/09/10 12:00, workload=15.00",OK
2021-11-26 14:11:44.009,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2910,"[13] recordIndex=12, title=Summer Plan, startPeriod=2021/08/28 12:00, endPeriod=2022/11/17 12:00, workload=15.50",OK
2021-11-26 14:11:47.101,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2877,"[14] recordIndex=13, title=Very Important Plan (VIP), startPeriod=2022/01/02 12:00, endPeriod=2023/03/17 12:00, workload=15.50",OK
2021-11-26 14:11:50.23,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2884,"[15] recordIndex=14, title=Almost Ready Plan, startPeriod=2021/07/28 12:00, endPeriod=2022/09/10 12:00, workload=25.30",OK
2021-11-26 14:11:53.444,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2970,"[16] recordIndex=15, title=Repair the Server Plan, startPeriod=2021/08/20 12:00, endPeriod=2022/09/22 12:00, workload=27.50",OK
2021-11-26 14:11:56.541,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2875,"[17] recordIndex=16, title=Important Plan, startPeriod=2021/07/28 12:00, endPeriod=2022/11/10 12:00, workload=32.00",OK
2021-11-26 14:11:59.664,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2907,"[18] recordIndex=17, title=Example Plan, startPeriod=2021/07/28 12:00, endPeriod=2022/09/02 12:00, workload=48.30",OK
2021-11-26 14:12:02.748,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2883,"[19] recordIndex=18, title=Work Plan for Ace, startPeriod=2021/07/29 12:00, endPeriod=2022/11/02 12:00, workload=96.30",OK
2021-11-26 14:12:05.878,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,list,2912,"[20] recordIndex=19, title=Work Plan for Acme Jobs application, startPeriod=2021/07/30 12:00, endPeriod=2022/09/07 12:00, workload=98.65",OK
2021-11-26 14:12:16.902,acme.testing.administrator.dashboard.AdministratorDashboardTest,dashboardShow,3192,"[1] publicDutys=27, privateDutys=5, finishedDutys=6, nonFinishedDutys=26, minWorkloadDutys=1.00, maxWorkloadDutys=96.30, avWorkloadDutys=13.51, devWorkloadDutys=16.04, minPeriodDutys=12.00, maxPeriodDutys=15,888.00, avPeriodDutys=7,468.86, devPeriodDutys=4,109.80, publicWP=21, privateWP=4, finishedWP=1, nonFinishedWP=24, minWorkloadWP=0.00, maxWorkloadWP=101.80, avWorkloadWP=26.70, devWorkloadWP=14.39, minPeriodWP=240.00, maxPeriodWP=16,080.00, avPeriodWP=7,468.86, devPeriodWP=2,427.60",null
2021-11-26 14:12:30.637,acme.testing.officer.duty.OfficerDutyShowTest,list,5246,"[1] recordIndex=0, title=Create a Causes functionality, startPeriod=2021/09/01 18:00, endPeriod=2022/09/05 18:30, workload=96.30, description=As a client, we can create a cause that contains a name and description (string), a budget target (numeric), and an acti-ve non profit organization (string) that will use the budget for the cause., link=http://www.spring.com, isPublic=true",OK
2021-11-26 14:12:36.227,acme.testing.officer.duty.OfficerDutyShowTest,list,5394,"[2] recordIndex=1, title=Repair the web, startPeriod=2021/08/25 14:00, endPeriod=2022/09/01 19:00, workload=15.00, description=the website is down it need to be repair, link=null, isPublic=true",OK
2021-11-26 14:12:41.767,acme.testing.officer.duty.OfficerDutyShowTest,list,5295,"[3] recordIndex=2, title=Finish class, startPeriod=2021/08/25 12:00, endPeriod=2022/09/01 12:00, workload=10.00, description=Finish the class Adoptions, link=null, isPublic=false",OK
2021-11-26 14:12:45.512,acme.testing.officer.duty.OfficerDutyShowTest,showNegative,3480,"[1] id=5000",OK
2021-11-26 14:12:49.25,acme.testing.officer.duty.OfficerDutyShowTest,showNegative,3489,"[2] id=747",OK
2021-11-26 14:12:52.941,acme.testing.officer.duty.OfficerDutyShowTest,showNegative,3455,"[3] id=749",OK
2021-11-26 14:13:10.059,acme.testing.officer.duty.OfficerDutyUpdateTest,updatePositive,8661,"[1] recordIndex=0, title=Create a Causes functionality updated, startPeriod=2021/11/01 18:00, endPeriod=2021/12/05 18:30, workload=90.30, description=Description, link=http://www.springupdate.com, isPublic=true",OK
2021-11-26 14:13:19.194,acme.testing.officer.duty.OfficerDutyUpdateTest,updatePositive,8893,"[2] recordIndex=1, title=Repair the web updated, startPeriod=2021/08/25 14:00, endPeriod=2021/09/01 19:00, workload=30.00, description=the website is down it need to be repair, link=null, isPublic=false",OK
2021-11-26 14:13:28.313,acme.testing.officer.duty.OfficerDutyUpdateTest,updatePositive,8875,"[3] recordIndex=2, title=Finish class updated, startPeriod=2022/01/25 12:00, endPeriod=2022/02/01 12:00, workload=10.00, description=Finish the class Adoptions, link=null, isPublic=true",OK
2021-11-26 14:13:37.408,acme.testing.officer.duty.OfficerDutyUpdateTest,updatePositive,8833,"[4] recordIndex=3, title=Initiate starter updated, startPeriod=2021/08/01 14:00, endPeriod=2021/08/18 14:00, workload=5.50, description=Description updated, link=null, isPublic=false",OK
2021-11-26 14:13:46.494,acme.testing.officer.duty.OfficerDutyUpdateTest,updatePositive,8864,"[5] recordIndex=4, title=Bring a laptop updated, startPeriod=2021/09/02 12:00, endPeriod=2021/09/03 08:00, workload=2.20, description=Bring your personal laptop to the office, link=null, isPublic=false",OK
2021-11-26 14:13:55.589,acme.testing.officer.duty.OfficerDutyUpdateTest,updatePositive,8885,"[6] recordIndex=5, title=Implement SonarCloud updated, startPeriod=2021/09/03 19:25, endPeriod=2021/09/03 21:00, workload=1.00, description=Implement SonarCloud in project, link=http://www.sonarcloud.com, isPublic=true",OK
2021-11-26 14:14:02.432,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6580,"[1] recordIndex=0, title=sex, startPeriod=2022/07/01 12:00, endPeriod=2022/07/02 10:00, workload=2.00, description=descripcion, link=null, isPublic=false",OK
2021-11-26 14:14:09.321,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6649,"[2] recordIndex=1, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, startPeriod=2022/07/01 12:00, endPeriod=2022/07/02 10:00, workload=2.00, description=descripcion, link=null, isPublic=true",OK
2021-11-26 14:14:16.252,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6715,"[3] recordIndex=3, title=title, startPeriod=2022/08/01 12:00, endPeriod=2022/07/02 10:00, workload=2.00, description=descripcion, link=null, isPublic=true",OK
2021-11-26 14:14:22.975,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6478,"[4] recordIndex=4, title=title, startPeriod=2022/07/01 12:00, endPeriod=2022/07/02 10:00, workload=-2.00, description=descripcion, link=null, isPublic=false",OK
2021-11-26 14:14:29.674,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6468,"[5] recordIndex=5, title=title, startPeriod=2022/07/01 12:00, endPeriod=2022/07/02 10:00, workload=2.00, description=sexo, link=null, isPublic=true",OK
2021-11-26 14:14:36.315,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6442,"[6] recordIndex=0, title=title, startPeriod=2022/07/01 12:00, endPeriod=2022/07/02 10:00, workload=2.00, description=descripcion, link=test, isPublic=true",OK
2021-11-26 14:14:43.264,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6746,"[7] recordIndex=1, title=title, startPeriod=2022/07/01 12:00, endPeriod=2022/07/02 10:00, workload=test, description=descripcion, link=null, isPublic=true",OK
2021-11-26 14:14:50.114,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6640,"[8] recordIndex=2, title=null, startPeriod=2022/07/01 12:00, endPeriod=2022/07/02 10:00, workload=2.00, description=descripcion, link=null, isPublic=false",OK
2021-11-26 14:14:56.737,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6383,"[9] recordIndex=3, title=title, startPeriod=null, endPeriod=2022/07/02 10:00, workload=2.00, description=descripcion, link=null, isPublic=false",OK
2021-11-26 14:15:03.342,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6374,"[10] recordIndex=4, title=title, startPeriod=2022/07/01 12:00, endPeriod=null, workload=2.00, description=descripcion, link=null, isPublic=false",OK
2021-11-26 14:15:10.252,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6662,"[11] recordIndex=5, title=title, startPeriod=2022/07/01 12:00, endPeriod=2022/07/02 10:00, workload=null, description=descripcion, link=null, isPublic=false",OK
2021-11-26 14:15:17.183,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6704,"[12] recordIndex=0, title=title, startPeriod=2022/07/01 12:00, endPeriod=2022/07/02 10:00, workload=2.00, description=null, link=null, isPublic=false",OK
2021-11-26 14:15:23.861,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6442,"[13] recordIndex=1, title=title, startPeriod=2022/07/01 12:00, endPeriod=2022/07/02 10:00, workload=25.00, description=descripcion, link=null, isPublic=false",OK
2021-11-26 14:15:37.845,acme.testing.officer.duty.OfficerDutyDeleteTest,deletePositive,5774,"[1] recordIndex=0, id=746",OK
2021-11-26 14:15:43.891,acme.testing.officer.duty.OfficerDutyDeleteTest,deletePositive,5834,"[2] recordIndex=0, id=764",OK
2021-11-26 14:15:49.853,acme.testing.officer.duty.OfficerDutyDeleteTest,deletePositive,5750,"[3] recordIndex=1, id=751",OK
2021-11-26 14:15:53.617,acme.testing.officer.duty.OfficerDutyDeleteTest,deleteNegative,3494,"[1] id=5000",OK
2021-11-26 14:15:57.251,acme.testing.officer.duty.OfficerDutyDeleteTest,deleteNegative,3421,"[2] id=747",OK
2021-11-26 14:16:00.98,acme.testing.officer.duty.OfficerDutyDeleteTest,deleteNegative,3497,"[3] id=749",OK
2021-11-26 14:16:18.275,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,8922,"[1] recordIndex=6, title=Duty test 1, startPeriod=2021/12/01 12:00, endPeriod=2021/12/02 10:00, workload=2.00, description=Create duty test, link=http://www.test.com, isPublic=false",OK
2021-11-26 14:16:27.222,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,8721,"[2] recordIndex=7, title=Duty test 2, startPeriod=2022/01/01 12:00, endPeriod=2022/01/02 10:00, workload=1.50, description=Create duty test 2, link=null, isPublic=true",OK
2021-11-26 14:16:36.155,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,8704,"[3] recordIndex=8, title=Duty test 3, startPeriod=2022/12/01 12:00, endPeriod=2022/12/02 10:00, workload=1.00, description=test, link=http://www.test3.com, isPublic=true",OK
